Epoch:   1|train loss: 1.7749|train accuracy: 49.93|test accuracy: 66.44
Epoch: 350|train loss: 0.2440|train accuracy: 92.79|test accuracy: 90.86
Epoch: 351|train loss: 0.2390|train accuracy: 92.80|test accuracy: 91.43
Epoch: 352|train loss: 0.2554|train accuracy: 92.83|test accuracy: 90.41
Epoch: 353|train loss: 0.2286|train accuracy: 93.05|test accuracy: 91.07
Epoch: 354|train loss: 0.2371|train accuracy: 93.03|test accuracy: 90.41
Epoch: 355|train loss: 0.2441|train accuracy: 92.59|test accuracy: 90.10
Epoch: 356|train loss: 0.2378|train accuracy: 92.95|test accuracy: 91.43
Epoch: 357|train loss: 0.2615|train accuracy: 92.37|test accuracy: 91.15
Epoch: 358|train loss: 0.2379|train accuracy: 92.84|test accuracy: 91.51
Epoch: 359|train loss: 0.2401|train accuracy: 92.92|test accuracy: 91.34
Epoch: 360|train loss: 0.2870|train accuracy: 92.15|test accuracy: 91.28
Epoch: 361|train loss: 0.2548|train accuracy: 92.47|test accuracy: 91.26
Epoch: 362|train loss: 0.2455|train accuracy: 92.84|test accuracy: 90.64
Epoch: 363|train loss: 0.2842|train accuracy: 91.65|test accuracy: 90.60
Epoch: 364|train loss: 0.2484|train accuracy: 92.45|test accuracy: 91.43
Epoch: 365|train loss: 0.2433|train accuracy: 92.65|test accuracy: 91.53
Epoch: 366|train loss: 0.2537|train accuracy: 92.83|test accuracy: 89.08
Epoch: 367|train loss: 0.3112|train accuracy: 91.23|test accuracy: 90.96
Epoch: 368|train loss: 0.2725|train accuracy: 92.03|test accuracy: 90.56
Epoch: 369|train loss: 0.2525|train accuracy: 92.74|test accuracy: 90.60
Epoch: 370|train loss: 0.2395|train accuracy: 92.85|test accuracy: 91.57
Epoch: 371|train loss: 0.2683|train accuracy: 92.64|test accuracy: 91.13
Epoch: 372|train loss: 0.2449|train accuracy: 92.58|test accuracy: 91.38
Epoch: 373|train loss: 0.2594|train accuracy: 92.75|test accuracy: 91.78
Epoch: 374|train loss: 0.2832|train accuracy: 91.95|test accuracy: 91.40
Epoch: 375|train loss: 0.2901|train accuracy: 92.08|test accuracy: 84.29
Epoch: 376|train loss: 0.2892|train accuracy: 91.22|test accuracy: 91.17
Epoch: 377|train loss: 0.2455|train accuracy: 92.92|test accuracy: 91.62
Epoch: 378|train loss: 0.2298|train accuracy: 92.93|test accuracy: 91.07
Epoch: 379|train loss: 0.2260|train accuracy: 93.23|test accuracy: 92.10
Epoch: 380|train loss: 0.2752|train accuracy: 92.29|test accuracy: 91.66
Epoch: 381|train loss: 0.2794|train accuracy: 92.62|test accuracy: 90.50
Epoch: 382|train loss: 0.2490|train accuracy: 92.86|test accuracy: 91.36
Epoch: 383|train loss: 0.2572|train accuracy: 92.79|test accuracy: 90.86
Epoch: 384|train loss: 0.2680|train accuracy: 92.56|test accuracy: 90.64
Epoch: 385|train loss: 0.2506|train accuracy: 92.57|test accuracy: 91.34
Epoch: 386|train loss: 0.2440|train accuracy: 92.55|test accuracy: 91.13
Epoch: 387|train loss: 0.2488|train accuracy: 92.66|test accuracy: 91.72
Epoch: 388|train loss: 0.2641|train accuracy: 92.73|test accuracy: 88.79
Epoch: 389|train loss: 0.2906|train accuracy: 91.67|test accuracy: 90.69
Epoch: 390|train loss: 0.2391|train accuracy: 93.08|test accuracy: 91.45
Epoch: 391|train loss: 0.2360|train accuracy: 92.96|test accuracy: 89.86
Epoch: 392|train loss: 0.2505|train accuracy: 92.52|test accuracy: 91.30
Epoch: 393|train loss: 0.2480|train accuracy: 93.11|test accuracy: 89.97
Epoch: 394|train loss: 0.2841|train accuracy: 91.90|test accuracy: 91.47
Epoch: 395|train loss: 0.2550|train accuracy: 92.81|test accuracy: 90.77
Epoch: 396|train loss: 0.2653|train accuracy: 92.13|test accuracy: 91.49
Epoch: 397|train loss: 0.2876|train accuracy: 92.35|test accuracy: 91.47
Epoch: 398|train loss: 0.2554|train accuracy: 92.95|test accuracy: 91.95
Epoch: 399|train loss: 0.2858|train accuracy: 91.97|test accuracy: 91.13
Epoch: 400|train loss: 0.2557|train accuracy: 92.35|test accuracy: 91.38
